iid	pop	max_roh	sum_roh>4	n_roh>4	sum_roh>8	n_roh>8	sum_roh>12	n_roh>12	sum_roh>20	n_roh>20	lat	lon	age	study	clst	mean_cov	n_cov_snp	include_alt	region	color	economy
DA28.SG	Kazakhstan_GoldenHordeAsian.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.06861111	68.24888889	550.0	DamgaardNature2018	Kazakhstan_GoldenHordeAsian.SG	3.958	1101674	1	Steppe	blue	Agriculture
Alh10.SG	Germany_EMedieval.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	48.59748	12.198209	1489.0	VeeramahPNAS2018	Germany_EMedieval.SG	0.8573	1100414	1	Central Europe	blue	Agriculture
RISE1173.SG	Poland_Koszyce_GAC.SG_brother.RISE1169.SG.brother.RISE1168.SG.brother.RISE1163.SG	7.5049990000000015	16.553299999999993	3	0.0	0	0.0	0	0.0	0	48.7	21.2	4634.0	SchroederPNAS2019	Poland_Koszyce_GAC.SG_brother.RISE1169.SG.brother.RISE1168.SG.brother.RISE1163.SG	2.7474819999999998	1097337	1	Eastern Europe	blue	Agriculture
Kostenki14	Russia_Kostenki14	13.477199999999991	48.336096999999974	7	22.56489999999999	2	13.477199999999991	1	0.0	0	51.23	39.3	37470.0	FuNature2016	Russia_Kostenki14	16.136	1095867	1	Steppe	purple	Foraging
FN2.SG	Germany_LRoman.SG	25.58500199999999	89.49509	10	64.32589499999999	5	25.58500199999999	1	25.58500199999999	1	48.150117	11.395127	1650.0	VeeramahPNAS2018	Germany_LRoman.SG	0.8468	1094129	1	Central Europe	blue	Agriculture
EBA1.SG	Kazakhstan_CentralSteppe_EMBA.SG	20.77820300000002	53.46770400000002	6	31.134004000000008	2	20.77820300000002	1	20.77820300000002	1	51.631339000000004	74.66445	4112.0	DamgaardScience2018	Kazakhstan_CentralSteppe_EMBA.SG	3.223758	1093798	1	Steppe	gold	Pastoralism
DA222.SG	Kazakhstan_Karluk.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.06861111	68.24888889	1100.0	DamgaardNature2018	Kazakhstan_Karluk.SG	3.404	1091284	1	Steppe	gold	Pastoralism
SI-41.SG	Lebanon_Medieval_o1.SG	5.980896999999996	5.980896999999996	1	0.0	0	0.0	0	0.0	0	33.560556	35.398056	724.0	HaberAJHG2018	Lebanon_Medieval_o1.SG	2.99926	1090200	1	Levante	blue	Agriculture
LugarCanto42.SG	Iberia_MN.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0			5950.0	MartinianoPLoSGenetics2017	Iberia_MN.SG	3.051136	1089508	1	Iberia	blue	Agriculture
RISE98.SG	Sweden_LN.SG	31.896096000000004	42.908796	3	31.896096000000004	1	31.896096000000004	1	31.896096000000004	1	55.381	13.445	4104.0	AllentoftNature2015	Sweden_LN.SG	6.125	1089349	1	Baltic Sea	blue	Agriculture
Bar31.SG	Anatolia_N.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.3037	29.6085	8279.0	HofmanovaPNAS2016	Anatolia_N.SG	3.301	1087822	1	Aegan	blue	Agriculture
DA101.SG	Kyrgyzstan_TianShanHun.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	42.159444	77.406389	1716.0	DamgaardNature2018	Kyrgyzstan_TianShanHun.SG	3.4189999999999996	1087056	1	Steppe	gold	Pastoralism
vik_stg021.SG	Sweden_Viking.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	59.617309999999996	17.72361	924.0	KrzewinskaCurrentBiology2018	Sweden_Viking.SG	3.4948870000000003	1085641	1	Baltic Sea	blue	Agriculture
R969.SG	Italy_Medieval_EarlyModern.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.9559175	12.754281599999999	300.0	AntonioGaoMootsScience2019	Italy_Medieval_EarlyModern.SG	2.620846	1085089	1	Central Italy	blue	Agriculture
LaBrana1_published.SG	Iberia_HG_published.SG	4.347801000000007	8.620797999999997	2	0.0	0	0.0	0	0.0	0	42.911	-5.3778	7815.0	OlaldeNature2014	Iberia_HG_published.SG	3.516	1079840	1	Iberia	purple	Foraging
RISE1166.SG	Poland_Koszyce_GAC.SG	17.823	61.17710499999998	7	46.571303999999984	4	17.823	1	0.0	0	48.7	21.2	4908.0	SchroederPNAS2019	Poland_Koszyce_GAC.SG	2.825223	1079562	1	Eastern Europe	blue	Agriculture
mur.SG	Iberia_EN.SG	7.606703000000002	32.83009500000001	6	0.0	0	0.0	0	0.0	0			7136.0	ValdioseraPNAS2018	Iberia_EN.SG	2.880033	1078491	1	Iberia	blue	Agriculture
Bon002.SG	Anatolia_Boncuklu_N.SG	10.41569699999998	23.633310999999985	4	10.41569699999998	1	0.0	0	0.0	0	37.751909999999995	32.864901	10078.0	KilincCurrentBiology2016	Anatolia_Boncuklu_N.SG	3.95	1077088	1	Aegan	gray	
SSG-A-4_38.SG	Iceland_Pre_Christian.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	64.9631	-19.0208	1025.0	EbenesersdottirScience2018	Iceland_Pre_Christian.SG	3.270227	1076496	1	Islands	blue	Agriculture
RISE1172.SG	Poland_Koszyce_GAC.SG_mother.RISE1163.SG.mother.RISE1173.SG	5.299198000000005	5.299198000000005	1	0.0	0	0.0	0	0.0	0	48.7	21.2	4675.0	SchroederPNAS2019	Poland_Koszyce_GAC.SG_mother.RISE1163.SG.mother.RISE1173.SG	2.811703	1076411	1	Eastern Europe	blue	Agriculture
I0157.SG	England_Saxon.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	52.08	0.18	1232.0	SchiffelsNatureCommunications2016	England_Saxon.SG	3.9189999999999996	1075331	1	Britain	blue	Agriculture
RISE1171.SG	Poland_Koszyce_GAC.SG_son.RISE1166.SG.brother.RISE1167.SG	8.982899999999997	13.105097999999998	2	8.982899999999997	1	0.0	0	0.0	0	48.7	21.2	4768.0	SchroederPNAS2019	Poland_Koszyce_GAC.SG_son.RISE1166.SG.brother.RISE1167.SG	2.465457	1075219	1	Eastern Europe	blue	Agriculture
mur003.SG	Russia_Srubnaya_Alakul.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	53.930301	55.7431	3734.0	KrzewinskaScienceAdvances2018	Russia_Srubnaya_Alakul.SG	2.464898	1075122	1	Steppe	gold	Pastoralism
M96.SG	Romania_Mesolithic_IronGates.SG	22.03590900000001	32.772106	3	22.03590900000001	1	22.03590900000001	1	22.03590900000001	1	44.629711	22.61255610000001	8825.0	GonzalesFortesCurrentBiology2017	Romania_Mesolithic_IronGates.SG	2.6705099999999997	1075084	1	Balkans	purple	Foraging
N17.SG	Poland_EBA.SG	7.116895999999995	7.116895999999995	1	0.0	0	0.0	0	0.0	0	52.66	18.88	3846.0	FernandesScientificReports2018	Poland_EBA.SG	2.461703	1074631	1	Eastern Europe	gray	Low Certainty
N47.SG	Poland_CWC.SG	4.6019999999999985	4.6019999999999985	1	0.0	0	0.0	0	0.0	0	52.62	18.96	4405.0	FernandesScientificReports2018	Poland_CWC.SG	2.429959	1074445	1	Eastern Europe	gold	Pastoralism
kzb007.SG	Russia_Srubnaya_Alakul.SG	6.047397999999991	11.009293999999958	2	0.0	0	0.0	0	0.0	0	53.930301	55.7431	3705.0	KrzewinskaScienceAdvances2018	Russia_Srubnaya_Alakul.SG	2.438215	1072298	1	Steppe	gold	Pastoralism
CovaMoura9B.SG	Iberia_LN_C.SG	4.911499999999998	9.2551	2	0.0	0	0.0	0	0.0	0	38.745044	-9.21522	4900.0	MartinianoPLoSGenetics2017	Iberia_LN_C.SG	2.708238	1069564	1	Iberia	blue	Agriculture
RISE1159.SG	Poland_Koszyce_GAC.SG	6.693101000000001	11.479599000000002	2	0.0	0	0.0	0	0.0	0	48.7	21.2	4730.0	SchroederPNAS2019	Poland_Koszyce_GAC.SG	2.655982	1068129	1	Eastern Europe	blue	Agriculture
BOT15.SG	Kazakhstan_Botai.SG	6.619894999999998	6.619894999999998	1	0.0	0	0.0	0	0.0	0	53.16666667	67.66666667	5135.0	DamgaardScience2018	Kazakhstan_Botai.SG	2.4134860000000002	1065924	1	Steppe	purple	Foraging
RISE1168.SG	Poland_Koszyce_GAC.SG_brother.RISE1169.SG.brother.RISE1173.SG.brother.RISE1163.SG	26.750898	72.446291	5	63.563494999999996	3	63.563494999999996	3	50.054096	2	48.7	21.2	4676.0	SchroederPNAS2019	Poland_Koszyce_GAC.SG_brother.RISE1169.SG.brother.RISE1173.SG.brother.RISE1163.SG	2.3483549999999997	1063074	1	Eastern Europe	blue	Agriculture
RISE511.SG	Russia_Afanasievo_sister.I3387_mother.I6711.SG	9.6671	48.91771099999998	8	17.80229999999999	2	0.0	0	0.0	0	54.356609999999996	90.919186	4744.0	AllentoftNature2015	Russia_Afanasievo_sister.I3387_mother.I6711.SG	3.755	1060524	1	Steppe	gold	Pastoralism
NEO236.SG	DevilsCave_N.SG	32.206001	87.85920500000002	9	65.13789799999999	4	32.206001	1	32.206001	1	44.5	135.4	7678.0	SikoraNature2019	DevilsCave_N.SG	2.522119	1056280	1	all	purple	Foraging
N25.SG	Poland_BKG.SG	4.454397999999993	4.454397999999993	1	0.0	0	0.0	0	0.0	0	52.61	18.8	6250.0	FernandesScientificReports2018	Poland_BKG.SG	2.487802	1055361	1	Eastern Europe	blue	Agriculture
I0159.SG	England_Saxon.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	52.08	0.18	1247.0	SchiffelsNatureCommunications2016	England_Saxon.SG	2.8930000000000002	1053950	1	Britain	blue	Agriculture
DA221.SG	Kazakhstan_Nomad_IA.SG	4.5714	4.5714	1	0.0	0	0.0	0	0.0	0	43.18222222	76.41305556	2619.0	DamgaardNature2018	Kazakhstan_Nomad_IA.SG	2.978	1052809	1	Steppe	gold	Pastoralism
DA243.SG	Russia_Alan.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.958649	42.58730300000001	1050.0	DamgaardNature2018	Russia_Alan.SG	3.11	1052525	1	Steppe	gold	Pastoralism
IL5.SG	Peru_RioUncallane_1800BP.SG	9.644805999999996	45.831296999999964	7	18.630605999999997	2	0.0	0	0.0	0	-16.2	-69.7	1667.0	LindoScienceAdvances2018	Peru_RioUncallane_1800BP.SG	2.423447	1051340	1	Andean	gray	Low Certainty
N45.SG	Poland_CWC_o.SG	8.575701999999996	16.930802999999994	3	8.575701999999996	1	0.0	0	0.0	0	52.62	18.96	4405.0	FernandesScientificReports2018	Poland_CWC_o.SG	2.4724779999999997	1050046	1	Eastern Europe	gold	Pastoralism
I0103	Germany_CordedWare	9.29220300000001	22.20600300000001	3	17.677903000000008	2	0.0	0	0.0	0	51.42	11.68	4473.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Germany_CordedWare	17.528	1049840	1	Central Europe	gold	Pastoralism
N26.SG	Poland_BKG.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	50.67	21.38	6151.0	FernandesScientificReports2018	Poland_BKG.SG	2.268987	1049737	1	Eastern Europe	blue	Agriculture
I0118	Germany_LN_Alberstedt	4.696399000000001	4.696399000000001	1	0.0	0	0.0	0	0.0	0	51.45	11.63	4309.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Germany_LN_Alberstedt	11.370999999999999	1048626	1	Central Europe	blue	Agriculture
I0017.SG	Sweden_HG_Motala.SG	4.825200999999998	9.329500999999992	2	0.0	0	0.0	0	0.0	0	58.535	15.046	7626.0	LazaridisNature2014	Sweden_HG_Motala.SG	2.1959999999999997	1046565	1	Baltic Sea	purple	Foraging
R473.SG	Italy_IA_Republic.SG	58.6692	186.34770700000004	11	174.437911	9	154.005709	7	81.836199	2	42.0888597	11.7656459	2600.0	AntonioGaoMootsScience2019	Italy_IA_Republic.SG	2.498703	1046443	1	Central Italy	blue	Agriculture
N49.SG	Poland_CWC.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	52.62	18.96	4405.0	FernandesScientificReports2018	Poland_CWC.SG	2.2248650000000003	1045306	1	Eastern Europe	gold	Pastoralism
IPK13a.SG	Chile_WesternArchipelago_Kaweskar_800BP.SG	31.263005999999987	352.94300099999987	41	214.21620999999996	16	129.07750299999995	7	31.263005999999987	1	-49.14	-74.45	1120.0	delaFuentePNAS2018	Chile_WesternArchipelago_Kaweskar_800BP.SG	2.483098	1044915	1	Patagonia	purple	Foraging
atp12-1420.SG	Iberia_C.SG	4.733201000000002	9.079202000000024	2	0.0	0	0.0	0	0.0	0			4896.0	ValdioseraPNAS2018	Iberia_C.SG	2.232459	1044624	1	Iberia	blue	Agriculture
SBT-A-1_38.SG	Iceland_Pre_Christian.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	64.9631	-19.0208	1015.0	EbenesersdottirScience2018	Iceland_Pre_Christian.SG	2.3447459999999998	1043109	1	Islands	blue	Agriculture
Ajvide58.SG	Sweden_PWC_NHG.SG	10.4039	73.590303	13	18.882701	2	0.0	0	0.0	0	57.5	18.55	4700.0	SkoglundScience2014	Sweden_PWC_NHG.SG	2.312	1043030	1	Baltic Sea	purple	Foraging
vik_grt036.SG	Sweden_Viking.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	59.617309999999996	17.72361	878.0	KrzewinskaCurrentBiology2018	Sweden_Viking.SG	2.199662	1041345	1	Baltic Sea	blue	Agriculture
I0719.SG	USA_AK_PaleoAleut.SG	6.958498999999999	50.67298200000001	9	0.0	0	0.0	0	0.0	0	52.9883684	-168.8205659	505.0	FlegontovNature2019	USA_AK_PaleoAleut.SG	2.274134	1040469	1	Islands	gray	Low Certainty
RISE1167.SG	Poland_Koszyce_GAC.SG_daughter.RISE1166.SG.sister.RISE1171.SG	5.165005000000012	5.165005000000012	1	0.0	0	0.0	0	0.0	0	48.7	21.2	4728.0	SchroederPNAS2019	Poland_Koszyce_GAC.SG_daughter.RISE1166.SG.sister.RISE1171.SG	2.340494	1039137	1	Eastern Europe	blue	Agriculture
scy009.SG	Ukraine_Scythian.SG	4.1852	4.1852	1	0.0	0	0.0	0	0.0	0	46.323	29.4702	2550.0	KrzewinskaScienceAdvances2018	Ukraine_Scythian.SG	2.163051	1038655	1	Black Sea	gold	Pastoralism
Klei10.SG	Greece_LN.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.255833	21.738332999999997	6063.0	HofmanovaPNAS2016	Greece_LN.SG	2.195	1038456	1	Aegan	blue	Agriculture
R63.SG	Italy_Medieval_EarlyModern_oCentralEuropean.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.6877312	13.086495300000001	960.0	AntonioGaoMootsScience2019	Italy_Medieval_EarlyModern_oCentralEuropean.SG	2.157939	1038196	1	Central Italy	blue	Agriculture
TAF011	Morocco_Iberomaurusian	17.747700000000012	57.49901100000003	8	27.48560900000001	2	17.747700000000012	1	0.0	0	34.807812	-2.410889	14500.0	vandeLoosdrechtScience2018	Morocco_Iberomaurusian	8.261887	1037723	1	North Africa	purple	Foraging
RISE674.SG	Russia_BA_Okunevo.SG	7.164897999999997	33.11062099999996	6	0.0	0	0.0	0	0.0	0	53.156486	90.20781099999999	4079.0	DamgaardScience2018	Russia_BA_Okunevo.SG	2.6	1037305	1	Steppe	gold	Pastoralism
R31.SG	Italy_LA_oCentralEuropean.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.9060311	12.4742324	1531.0	AntonioGaoMootsScience2019	Italy_LA_oCentralEuropean.SG	2.158912	1036915	1	Central Italy	blue	Agriculture
Chan.SG	Iberia_HG.SG	12.333405000000004	74.79149800000003	11	32.118404999999996	3	12.333405000000004	1	0.0	0			9131.0	GonzalesFortesCurrentBiology2017	Iberia_HG.SG	5.740226	1036284	1	Iberia	purple	Foraging
I3921_all	Vanuatu_1300BP_all	0.0	0.0	0	0.0	0	0.0	0	0.0	0	-16.711	168.13299999999995	1260.0	LipsonCurrentBiology2018	Vanuatu_1300BP_all	11.823	1035865	1	Vanuatu	blue	Agriculture
I0172	Germany_MN_Esperstedt	4.958302000000003	4.958302000000003	1	0.0	0	0.0	0	0.0	0	51.42	11.68	5173.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Germany_MN_Esperstedt	25.372	1035229	1	Central Europe	blue	Agriculture
R64.SG	Italy_Medieval_EarlyModern.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.6877312	13.086495300000001	840.0	AntonioGaoMootsScience2019	Italy_Medieval_EarlyModern.SG	2.117161	1030419	1	Central Italy	blue	Agriculture
I9133.SG	South_Africa_2000BP.SG	5.704403000000003	5.704403000000003	1	0.0	0	0.0	0	0.0	0	-31.980439	18.517695	1970.0	SkoglundCell2017	South_Africa_2000BP.SG	2.3280000000000003	1028904	1	South Africa	purple	Foraging
Aconcagua.SG	Argentina_Aconcagua_Inca_500BP.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	-32.65	-70.01	500.0	MorenoMayarScience2018	Argentina_Aconcagua_Inca_500BP.SG	2.520971	1027717	1	Andean	blue	Agriculture
DA228.SG	Kazakhstan_Turk.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.06861111	68.24888889	1350.0	DamgaardNature2018	Kazakhstan_Turk.SG	2.635	1027340	1	Steppe	gold	Pastoralism
I0440	Russia_Poltavka	7.284002999999991	13.42250599999998	2	0.0	0	0.0	0	0.0	0	53.64	50.655	4727.0	MathiesonNature2015	Russia_Poltavka	4.953	1027134	1	Steppe	gold	Pastoralism
RISE1165.SG	Poland_Koszyce_GAC.SG	5.065501000000006	5.065501000000006	1	0.0	0	0.0	0	0.0	0	48.7	21.2	4743.0	SchroederPNAS2019	Poland_Koszyce_GAC.SG	2.097855	1025600	1	Eastern Europe	blue	Agriculture
I0061	Russia_HG_Karelia	15.627192999999995	50.07388699999995	7	24.092792999999983	2	15.627192999999995	1	0.0	0	61.65	35.65	8280.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Russia_HG_Karelia	5.272	1025148	1	Baltic Sea	purple	Foraging
RISE523.SG	Russia_Mezhovskaya.SG	5.748301999999998	9.81039500000002	2	0.0	0	0.0	0	0.0	0	53.043	57.066	3448.0	AllentoftNature2015	Russia_Mezhovskaya.SG	2.741	1024216	1	Steppe	blue	Agriculture
N38.SG	Poland_GAC.SG	18.091892999999992	32.10288899999999	4	18.091892999999992	1	18.091892999999992	1	0.0	0	52.61	18.9	5033.0	FernandesScientificReports2018	Poland_GAC.SG	2.214032	1022642	1	Eastern Europe	blue	Agriculture
I4106_all	Vanuatu_150BP_all	9.954995	24.165689999999994	4	9.954995	1	0.0	0	0.0	0	-16.89	168.3	140.0	LipsonCurrentBiology2018	Vanuatu_150BP_all	11.827	1020436	1	Vanuatu	blue	Agriculture
DA246.SG	Russia_Shamanka_Eneolithic.SG	8.6086	32.297207	5	8.6086	1	0.0	0	0.0	0	51.698333	103.703056	7727.0	DamgaardScience2018	Russia_Shamanka_Eneolithic.SG	2.9	1020382	1	East Steppe	purple	Foraging
R65.SG	Italy_Medieval_EarlyModern.SG	4.429805000000009	4.429805000000009	1	0.0	0	0.0	0	0.0	0	41.6877312	13.086495300000001	840.0	AntonioGaoMootsScience2019	Italy_Medieval_EarlyModern.SG	2.207182	1019653	1	Central Italy	blue	Agriculture
I0843	Iberia_HG_brother.I0585	15.104602999999988	31.847701999999977	3	27.785501999999987	2	27.785501999999987	2	0.0	0	42.911	-5.3778	7853.0	OlaldeScience2019	Iberia_HG_brother.I0585	4.007	1018252	1	Iberia	purple	Foraging
DA223.SG	Kazakhstan_Wusun.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	43.06861111	68.24888889	2273.0	DamgaardNature2018	Kazakhstan_Wusun.SG	2.7569999999999997	1017734	1	Steppe	gold	Pastoralism
N44.SG	Poland_CWC_o.SG	6.049200999999997	15.637800000000016	3	0.0	0	0.0	0	0.0	0	52.62	18.96	4405.0	FernandesScientificReports2018	Poland_CWC_o.SG	2.185667	1017645	1	Eastern Europe	gold	Pastoralism
R136.SG	Italy_LA.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.8891604	12.500705	1550.0	AntonioGaoMootsScience2019	Italy_LA.SG	2.026543	1017312	1	Central Italy	blue	Agriculture
RISE496.SG	Russia_Karasuk.SG	4.695904999999988	4.695904999999988	1	0.0	0	0.0	0	0.0	0	52.95399999999999	90.18700000000001	3288.0	AllentoftNature2015	Russia_Karasuk.SG	3.031	1014261	1	Steppe	gold	Pastoralism
I4105_all	Vanuatu_150BP_all	0.0	0.0	0	0.0	0	0.0	0	0.0	0	-16.89	168.3	150.0	LipsonCurrentBiology2018	Vanuatu_150BP_all	7.29	1012081	1	Vanuatu	blue	Agriculture
I2495	Anatolia_EBA	0.0	0.0	0	0.0	0	0.0	0	0.0	0	37.91774	30.70839	4377.0	LazaridisNature2017	Anatolia_EBA	8.01713	1011604	1	Aegan	blue	Agriculture
I4096_all	Vanuatu_1300BP_all	5.329201	18.880299000000008	4	0.0	0	0.0	0	0.0	0	-16.711	168.13299999999995	1305.0	LipsonCurrentBiology2018	Vanuatu_1300BP_all	9.877578999999999	1006847	1	Vanuatu	blue	Agriculture
F38.SG	Iran_IA_Hasanlu.SG	4.931498000000012	4.931498000000012	1	0.0	0	0.0	0	0.0	0	37.005	45.458999999999996	2852.0	BroushakiScience2016	Iran_IA_Hasanlu.SG	2.041	1006536	1	Central Asia	blue	Agriculture
Kretuonas4	Lithuania_EMN_Narva	22.054701	129.53307999999996	18	51.651099	3	51.651099	3	22.054701	1	55.259994999999996	26.098001	6150.0	MittnikNatureCommunications2018	Lithuania_EMN_Narva	8.493176	1006360	1	Baltic Sea	purple	Foraging
I5320	USA_AK_Ancient_Athabaskan_1100BP_father.or.son.I5319	58.04350299999999	465.22970300000003	33	360.17210000000006	15	319.2272910000001	11	248.605501	6	62.951189	-155.59472399999999	725.0	FlegontovNature2019	USA_AK_Ancient_Athabaskan_1100BP_father.or.son.I5319	12.788392	1004830	1	Bering Sea	purple	Foraging
N19.SG	Poland_TRB.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	52.62	18.96	5462.0	FernandesScientificReports2018	Poland_TRB.SG	2.09671	1004527	1	Eastern Europe	blue	Agriculture
I0746	Anatolia_N	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.3037	29.6085	7930.0	MathiesonNature2015	Anatolia_N	8.465	1003994	1	Aegan	blue	Agriculture
N27.SG	Poland_BKG.SG	4.1534010000000015	4.1534010000000015	1	0.0	0	0.0	0	0.0	0	52.61	18.8	6250.0	FernandesScientificReports2018	Poland_BKG.SG	1.933427	1003248	1	Eastern Europe	blue	Agriculture
R80.SG	Italy_Imperial.SG	8.904796999999997	8.904796999999997	1	8.904796999999997	1	0.0	0	0.0	0	41.9206851	12.4894765	1874.0	AntonioGaoMootsScience2019	Italy_Imperial.SG	2.1251580000000003	1000479	1	Central Italy	blue	Agriculture
TAF013	Morocco_Iberomaurusian	8.04289600000001	37.101001	7	8.04289600000001	1	0.0	0	0.0	0	34.807812	-2.410889	14500.0	vandeLoosdrechtScience2018	Morocco_Iberomaurusian	7.166828999999999	998988	1	North Africa	purple	Foraging
LugarCanto44.SG	Iberia_MN.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0			5950.0	MartinianoPLoSGenetics2017	Iberia_MN.SG	2.057559	998856	1	Iberia	blue	Agriculture
DA38.SG	Mongolia_XiongNu_WE.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	49.27444444	101.7158333	2152.0	DamgaardNature2018	Mongolia_XiongNu_WE.SG	2.802	998752	1	East Steppe	gold	Pastoralism
I5319	USA_AK_Ancient_Athabaskan_1100BP	18.615299	41.04440099999999	5	27.173599	2	18.615299	1	0.0	0	62.951189	-155.59472399999999	725.0	FlegontovNature2019	USA_AK_Ancient_Athabaskan_1100BP	12.669879	998605	1	Bering Sea	purple	Foraging
Spiginas1	Lithuania_EMN_Narva	25.269901	116.502902	10	95.103902	6	74.40339999999998	4	25.269901	1	55.767926	22.417098	6290.0	MittnikNatureCommunications2018	Lithuania_EMN_Narva	5.887981	998529	1	Baltic Sea	purple	Foraging
I5321	USA_AK_Ancient_Athabaskan_1100BP	26.706298999999998	266.49102200000004	26	201.80721000000003	14	145.52911400000005	8	74.59060300000002	3	62.951189	-155.59472399999999	725.0	FlegontovNature2019	USA_AK_Ancient_Athabaskan_1100BP	13.640076	998037	1	Bering Sea	purple	Foraging
DA253.SG	Russia_Shamanka_Eneolithic.SG	9.858197000000002	57.83018800000002	9	28.017295	3	0.0	0	0.0	0	51.698333	103.703056	7246.0	DamgaardScience2018	Russia_Shamanka_Eneolithic.SG	2.7	997054	1	East Steppe	purple	Foraging
R60.SG	Italy_Medieval_EarlyModern.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0	41.6877312	13.086495300000001	1045.0	AntonioGaoMootsScience2019	Italy_Medieval_EarlyModern.SG	2.0295669999999997	997006	1	Central Italy	blue	Agriculture
I0745	Anatolia_N	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.3037	29.6085	8251.0	MathiesonNature2015	Anatolia_N	7.785	996769	1	Aegan	blue	Agriculture
RISE1160.SG	Poland_Koszyce_GAC.SG_son.RISE1159.SG.son.RISE1168.SG	9.242499999999998	13.814700000000002	2	9.242499999999998	1	0.0	0	0.0	0	48.7	21.2	4714.0	SchroederPNAS2019	Poland_Koszyce_GAC.SG_son.RISE1159.SG.son.RISE1168.SG	1.8946049999999999	996013	1	Eastern Europe	blue	Agriculture
I0443	Russia_EBA_Yamnaya_Samara	16.20809999999999	51.063515	7	26.00221599999999	2	16.20809999999999	1	0.0	0	53.64	50.655	4850.0	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Russia_EBA_Yamnaya_Samara	5.317	995838	1	Steppe	gold	Pastoralism
DolmenAnsiao96B.SG	Iberia_LN_C.SG	0.0	0.0	0	0.0	0	0.0	0	0.0	0			5450.0	MartinianoPLoSGenetics2017	Iberia_LN_C.SG	1.959732	995212	1	Iberia	blue	Agriculture
DA247.SG	Russia_Shamanka_Eneolithic.SG	36.431998	128.5350059999999	14	74.727396	4	56.060798	2	36.431998	1	51.698333	103.703056	7701.0	DamgaardScience2018	Russia_Shamanka_Eneolithic.SG	2.4	993217	1	East Steppe	purple	Foraging
I1027	Russia_MLBA_Sintashta	0.0	0.0	0	0.0	0	0.0	0	0.0	0	52.81666667	60.46666667	3819.0	NarasimhanPattersonScience2019	Russia_MLBA_Sintashta	3.648	993163	1	Steppe	gold	Pastoralism
I0038	Peru_Lauricocha_8600BP	18.349403	93.023714	15	35.737706	3	18.349403	1	0.0	0	-10.3222	-76.66666670000002	8625.0	PosthNakatsukaCell2018	Peru_Lauricocha_8600BP	5.414	990414	1	Andean	purple	Foraging
I0707	Anatolia_N	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.3037	29.6085	8092.0	MathiesonNature2015	Anatolia_N	9.431000000000001	990132	1	Aegan	blue	Agriculture
I0562	Kazakhstan_IA_Berel_Pazyryk	0.0	0.0	0	0.0	0	0.0	0	0.0	0	49.3356	86.350367	2300.0	UnterlanderNatureCommunications2017	Kazakhstan_IA_Berel_Pazyryk	4.7860000000000005	988249	1	Steppe	gold	Pastoralism
I0709	Anatolia_N	0.0	0.0	0	0.0	0	0.0	0	0.0	0	40.3037	29.6085	8086.0	MathiesonNature2015	Anatolia_N	9.765	987745	1	Aegan	blue	Agriculture
ber1M	Sweden_BAC	0.0	0.0	0	0.0	0	0.0	0	0.0	0	58.415833	15.625278	4495.0	MalmstromProcBiolSci2019	Sweden_BAC	1.858627	987701	1	Baltic Sea	gold	Pastoralism
